date,sta,flight_no,origin,origin_code,airline_name,aircraft_type,tail_reg,tail_reg_updated,match_strategy,matched_dep_flight,matched_dep_tail,matched_turnaround_min,icao_cat,cbp_flag,gate
01-Apr-26,00:10,FR7001,Girona�(GRO),GRO,Ryanair,B38M,9H-VUZ,9H-VUZ,exact_tail_5min_8hr,FR94,9H-VUZ,405,C,FALSE,
01-Apr-26,00:15,FR635,Cardiff�(CWL),CWL,Ryanair,B738,SP-RNP,SP-RNP,exact_tail_5min_8hr,FR114,SP-RNP,455,C,FALSE,
01-Apr-26,00:15,FR669,Birmingham�(BHX),BHX,Ryanair,B38M,EI-IHM,EI-IHM,exact_tail_5min_8hr,FR9582,EI-IHM,365,C,FALSE,
01-Apr-26,00:20,EI779,Lanzarote�(ACE),ACE,Aer Lingus,A20N,EI-NSB,EI-NSB,exact_tail_5min_8hr,EI502,EI-NSB,400,C,FALSE,
01-Apr-26,00:20,FR7125,Lanzarote�(ACE),ACE,Ryanair,B38M,EI-IFW,EI-IFW,,,,,C,FALSE,
01-Apr-26,00:20,FR7313,Zadar�(ZAD),ZAD,Ryanair,B38M,EI-IHC,EI-IHC,,,,,C,FALSE,
01-Apr-26,00:25,FR3881,Dubrovnik�(DBV),DBV,Ryanair,B38M,EI-ILJ,EI-ILJ,exact_tail_5min_8hr,FR4844,EI-ILJ,350,C,FALSE,
01-Apr-26,00:25,FR8135,Alicante�(ALC),ALC,Ryanair,B38M,EI-HMW,EI-HMW,exact_tail_5min_8hr,FR660,EI-HMW,395,C,FALSE,
01-Apr-26,00:30,FR9976,Ibiza�(IBZ),IBZ,Ryanair,B738,EI-EBY,EI-EBY,exact_tail_5min_8hr,FR7235,EI-EBY,410,C,FALSE,
01-Apr-26,00:35,FR633,Copenhagen�(CPH),CPH,Ryanair,B38M,EI-HET,EI-HET,exact_tail_5min_8hr,FR112,EI-HET,375,C,FALSE,
01-Apr-26,00:45,EI765,Tenerife�(TFS),TFS,Aer Lingus (Retro livery),A320,EI-DVM,EI-DVM,exact_tail_5min_8hr,EI630,EI-DVM,365,C,FALSE,
01-Apr-26,00:45,LH8321,Birmingham�(BHX),BHX,Lufthansa Cargo,A321,D-AEUA,D-AEUA,exact_tail_25min_5hr,LH8321,D-AEUA,95,C,FALSE,
01-Apr-26,00:50,EI783,Gran Canaria�(LPA),LPA,Aer Lingus,A320,EI-DVL,EI-DVL,exact_tail_5min_8hr,EI660,EI-DVL,380,C,FALSE,
01-Apr-26,00:50,FR7073,Porto�(OPO),OPO,Ryanair,B738,SP-RKD,9H-QAL,airline+aircraft+time,FR46,9H-QAL,295,C,FALSE,
01-Apr-26,00:50,FR7120,Tenerife�(TFS),TFS,Ryanair,B38M,EI-HEN,EI-IHC,airline+aircraft+time,FR7358,EI-IHC,300,C,FALSE,
01-Apr-26,00:55,EI565,Barcelona�(BCN),BCN,Aer Lingus,A320,EI-EDS,EI-EDS,exact_tail_5min_8hr,EI642,EI-EDS,390,C,FALSE,
01-Apr-26,00:59,EI487,Lisbon�(LIS),LIS,Aer Lingus,A20N,EI-NSD,EI-NSD,exact_tail_5min_8hr,EI562,EI-NSD,341,C,FALSE,
01-Apr-26,01:01,FR7800,Milan�(MXP),MXP,Ryanair,B38M,EI-IHY,EI-IFW,airline+aircraft+time,FR1901,EI-IFW,294,C,FALSE,
01-Apr-26,01:15,FR5204,Sofia�(SOF),SOF,Ryanair,B38M,EI-ILC,EI-HEN,airline+aircraft+time,FR5555,EI-HEN,280,C,FALSE,
01-Apr-26,01:15,FR7135,Palermo�(PMO),PMO,Ryanair,B738,SP-RND,9H-QCT,airline+aircraft+time,FR808,9H-QCT,270,C,FALSE,
01-Apr-26,01:30,EI799,Izmir�(ADB),ADB,Aer Lingus,A320,EI-DEJ,EI-DEJ,exact_tail_25min_5hr,EI202,EI-DEJ,300,C,FALSE,
01-Apr-26,01:49,XM358,Birmingham�(BHX),BHX,Zimex Aviation,AT72,HB-AFJ,HB-AFJ,exact_tail_25min_5hr,XM359,HB-AFJ,121,B,FALSE,
01-Apr-26,04:00,,Nottingham�(EMA),EMA,DHL,A306,D-AEAT,D-AEAT,exact_tail_25min_5hr,,D-AEAT,95,C,FALSE,
01-Apr-26,04:25,QY2886,Brussels�(BRU),BRU,DHL,B738,EC-HLN,EC-HLN,,,,,C,FALSE,
01-Apr-26,04:30,EI104,New York�(JFK),JFK,Aer Lingus,A333,EI-FNG,EI-FNG,exact_tail_25min_5hr,EI580,EI-FNG,170,E,TRUE,
01-Apr-26,04:38,FX5051,Indianapolis�(IND),IND,FedEx,B763,N125FE,N125FE,exact_tail_25min_5hr,FX5050,N125FE,279,D,FALSE,
01-Apr-26,04:45,5O4294,Paris�(CDG),CDG,ASL Airlines,B738,F-HIQB,F-HIQB,exact_tail_25min_5hr,5O4294,F-HIQB,50,C,FALSE,
01-Apr-26,04:49,5X248,Cologne�(CGN),CGN,UPS,B763,N391UP,N391UP,exact_tail_25min_5hr,5X248,N391UP,39,D,FALSE,
01-Apr-26,05:10,EI122,Chicago�(ORD),ORD,Aer Lingus,A333,EI-EDY,EI-EDY,exact_tail_5min_8hr,EI123,EI-EDY,385,E,TRUE,
01-Apr-26,05:10,EI126,Toronto�(YYZ),YYZ,Aer Lingus,A333,EI-DUZ,EI-DUZ,exact_tail_5min_8hr,EI105,EI-DUZ,360,E,FALSE,
01-Apr-26,05:11,QY2882,Leipzig�(LEJ),LEJ,Titan Airways,A321,9H-ZTB,9H-ZTB,exact_tail_overnight_5hr_16hr,,9H-ZTB,939,C,FALSE,
01-Apr-26,05:15,EI100,New York�(EWR),EWR,Aer Lingus,A21N,EI-LRC,EI-LRC,,,,,C,TRUE,
01-Apr-26,05:15,EI116,Washington�(IAD),IAD,Aer Lingus,A21N,EI-LRA,EI-LRA,exact_tail_25min_5hr,EI524,EI-LRA,270,C,TRUE,
01-Apr-26,05:15,EI130,Windsor Locks�(BDL),BDL,Aer Lingus,A21N,EI-LRD,EI-LRD,exact_tail_25min_5hr,EI520,EI-LRD,90,C,TRUE,
01-Apr-26,05:58,FX5202,London�(STN),STN,FedEx,B763,N107FE,N107FE,exact_tail_25min_5hr,FX5202,N107FE,180,D,FALSE,
01-Apr-26,06:07,TK6425,Istanbul�(IST),IST,Turkish Cargo,A332,TC-JCI,TC-JCI,exact_tail_25min_5hr,TK6425,TC-JCI,138,E,FALSE,
01-Apr-26,06:30,AA722,Philadelphia�(PHL),PHL,American Airlines,B788,N871AY,N871AY,exact_tail_25min_5hr,AA133,N871AY,180,E,TRUE,
01-Apr-26,06:30,FR23,Paris�(BVA),BVA,Ryanair,B38M,EI-IKW,EI-IKW,exact_tail_25min_5hr,FR22,EI-IKW,25,C,FALSE,
01-Apr-26,06:45,FR435,Liverpool�(LPL),LPL,Ryanair,B738,EI-GSK,EI-GSK,exact_tail_25min_5hr,FR436,EI-GSK,25,C,FALSE,
01-Apr-26,07:00,FR157,Leeds�(LBA),LBA,Ryanair,B738,9H-QFD,9H-QFD,exact_tail_25min_5hr,FR156,9H-QFD,25,C,FALSE,
01-Apr-26,07:10,FR2972,Kaunas�(KUN),KUN,Ryanair,B38M,SP-RZL,SP-RZL,exact_tail_25min_5hr,FR2971,SP-RZL,25,C,FALSE,
01-Apr-26,07:20,UA310,Washington�(IAD),IAD,United Airlines,B752,N14106,N14106,exact_tail_25min_5hr,UA311,N14106,90,D,TRUE,
01-Apr-26,07:30,UA23,New York�(EWR),EWR,United Airlines,B77W,N2331U,N2331U,exact_tail_25min_5hr,UA22,N2331U,120,C,TRUE,
01-Apr-26,07:35,FR339,London�(LTN),LTN,Ryanair,B38M,9H-VUH,9H-VUH,exact_tail_25min_5hr,FR340,9H-VUH,25,C,FALSE,
01-Apr-26,07:35,FR3976,Barcelona�(BCN),BCN,Ryanair,B738,EI-EME,EI-EME,exact_tail_25min_5hr,FR3977,EI-EME,25,C,FALSE,
01-Apr-26,07:35,FR5419,Berlin�(BER),BER,Ryanair,B38M,EI-IGK,EI-IGK,exact_tail_25min_5hr,FR5418,EI-IGK,25,C,FALSE,
01-Apr-26,07:40,BA824,London�(LHR),LHR,British Airways,A320,G-EUUJ,G-EUUJ,exact_tail_25min_5hr,BA825,G-EUUJ,55,C,FALSE,
01-Apr-26,07:50,FR271,London�(STN),STN,Ryanair,B38M,EI-HGY,EI-HMW,airline+aircraft+time,FR7032,EI-HMW,60,C,FALSE,
01-Apr-26,07:55,DL258,Minneapolis�(MSP),MSP,Delta Air Lines,A333,N806NW,N806NW,exact_tail_25min_5hr,DL259,N806NW,125,E,TRUE,
01-Apr-26,08:05,BA4460,London�(LCY),LCY,British Airways,E190,G-LCAG,G-LCAG,exact_tail_25min_5hr,BA4463,G-LCAG,40,C,FALSE,
01-Apr-26,08:05,LH976,Frankfurt�(FRA),FRA,Lufthansa,A319,D-AIBF,D-AIBF,exact_tail_25min_5hr,LH977,D-AIBF,45,C,FALSE,
01-Apr-26,08:15,AC800,Toronto�(YYZ),YYZ,Air Canada,B789,C-FGDZ,C-FGDZ,exact_tail_25min_5hr,AC801,C-FGDZ,95,E,FALSE,
01-Apr-26,08:15,EI86,Cleveland�(CLE),CLE,Aer Lingus,A21N,EI-XLU,EI-XLR,airline+aircraft+time,EI117,EI-XLR,260,C,TRUE,
01-Apr-26,08:15,EI88,Minneapolis�(MSP),MSP,Aer Lingus,A21N,EI-XLW,EI-XLW,exact_tail_25min_5hr,EI604,EI-XLW,100,C,TRUE,
01-Apr-26,08:15,AF1616,Paris�(CDG),CDG,Air France,BCS3,F-HOZB,F-HOZB,exact_tail_25min_5hr,AF1617,F-HOZB,60,C,FALSE,
01-Apr-26,08:20,D83606,Copenhagen�(CPH),CPH,Norwegian (Gustav Vigeland Livery),B738,SE-RPL,SE-RPL,exact_tail_25min_5hr,D83607,SE-RPL,40,C,FALSE,
01-Apr-26,08:20,KL1135,Amsterdam�(AMS),AMS,KLM,E295,PH-NXI,PH-NXI,exact_tail_25min_5hr,KL1136,PH-NXI,35,C,FALSE,
01-Apr-26,08:25,EI136,Boston�(BOS),BOS,Aer Lingus,A333,EI-EIN,EI-EIN,exact_tail_25min_5hr,EI61,EI-EIN,275,E,TRUE,
01-Apr-26,08:25,FR809,Edinburgh�(EDI),EDI,Ryanair,B738,9H-QCT,9H-QCT,exact_tail_25min_5hr,FR1111,9H-QCT,70,C,FALSE,
01-Apr-26,08:35,EI76,Nashville�(BNA),BNA,Aer Lingus,A21N,EI-XLR,EI-XLR,exact_tail_25min_5hr,EI117,EI-XLR,240,C,TRUE,
01-Apr-26,08:40,EI146,Bridgetown�(BGI),BGI,Aer Lingus,A21N,EI-XLV,EI-XLV,exact_tail_25min_5hr,EI204,EI-XLV,65,C,FALSE,
01-Apr-26,08:45,DL176,Atlanta�(ATL),ATL,Delta Air Lines,B764,N825MH,N825MH,exact_tail_25min_5hr,DL177,N825MH,135,D,TRUE,
01-Apr-26,08:45,FR275,Glasgow�(GLA),GLA,Ryanair,B738,SP-RND,SP-RND,exact_tail_25min_5hr,FR1116,SP-RND,90,C,FALSE,
01-Apr-26,08:50,EI106,New York�(JFK),JFK,Aer Lingus,A21N,EI-LRE,EI-LRC,airline+aircraft+time,EI133,EI-LRC,235,C,TRUE,
01-Apr-26,08:50,EI3401,Donegal�(CFN),CFN,Aer Lingus Regional,AT76,EI-GPO,EI-GPO,exact_tail_25min_5hr,EA3554,EI-GPO,35,B,FALSE,
01-Apr-26,08:55,AY1381,Helsinki�(HEL),HEL,Jettime,B738,OY-JZO,OY-JZO,exact_tail_25min_5hr,AY1382,OY-JZO,45,C,FALSE,
01-Apr-26,08:55,EY45,Abu Dhabi�(AUH),AUH,Etihad Airways,B789,A6-BLZ,A6-BLZ,exact_tail_overnight_5hr_16hr,EY48,A6-BLZ,600,E,FALSE,
01-Apr-26,08:55,FR553,Manchester�(MAN),MAN,Ryanair,B738,SP-RKD,SP-RKD,exact_tail_25min_5hr,FR611,SP-RKD,25,C,FALSE,
01-Apr-26,09:00,EI151,London�(LHR),LHR,Aer Lingus,A20N,EI-NSH,EI-NSH,exact_tail_25min_5hr,EI158,EI-NSH,40,C,FALSE,
01-Apr-26,09:05,EI118,Washington�(IAD),IAD,Aer Lingus,A21N,EI-LRG,EI-LRG,,,,,C,TRUE,
01-Apr-26,09:05,IB1881,Madrid�(MAD),MAD,Iberia Express,A320,EC-LVQ,EC-LVQ,exact_tail_25min_5hr,IB1882,EC-LVQ,45,C,FALSE,
01-Apr-26,09:15,DL44,New York�(JFK),JFK,Delta Air Lines,B763,N177DZ,N177DZ,,,,,D,TRUE,
01-Apr-26,09:15,EI203,Manchester�(MAN),MAN,Aer Lingus,A320,EI-DEJ,EI-DEJ,exact_tail_25min_5hr,EI532,EI-DEJ,40,C,FALSE,
01-Apr-26,09:15,FR21,Newcastle�(NCL),NCL,Ryanair,B38M,EI-HAW,EI-HAW,exact_tail_25min_5hr,FR20,EI-HAW,25,C,FALSE,
01-Apr-26,09:15,VY8720,Barcelona�(BCN),BCN,Vueling,A320,EC-MER,EC-MER,exact_tail_25min_5hr,VY8721,EC-MER,45,C,FALSE,
01-Apr-26,09:20,EI263,Birmingham�(BHX),BHX,Aer Lingus,A320,EI-DEI,EI-DEI,exact_tail_25min_5hr,EI392,EI-DEI,40,C,FALSE,
01-Apr-26,09:31,,Prague�(PRG),PRG,Smartwings (CSA Livery),BCS3,OK-FYD,OK-FYD,exact_tail_25min_5hr,QS4401,OK-FYD,149,C,FALSE,
01-Apr-26,09:31,,Munich�(MUC),MUC,NetJets,C56X,CS-DQA,CS-DQA,exact_tail_25min_5hr,,CS-DQA,109,C,FALSE,
01-Apr-26,09:35,AA724,Charlotte�(CLT),CLT,American Airlines,B772,N762AN,N762AN,exact_tail_25min_5hr,AA725,N762AN,130,E,TRUE,
01-Apr-26,09:35,EI1120,Orlando�(MCO),MCO,Aer Lingus,A333,EI-FNH,EI-FNH,exact_tail_25min_5hr,EI127,EI-FNH,225,E,TRUE,
01-Apr-26,09:35,FR661,Birmingham�(BHX),BHX,Ryanair,B38M,EI-HMW,EI-HET,airline+aircraft+time,FR1740,EI-HET,40,C,FALSE,
01-Apr-26,09:35,TK1975,Istanbul�(IST),IST,Turkish Airlines,A21N,TC-LSZ,TC-LSZ,exact_tail_25min_5hr,TK1976,TC-LSZ,65,C,FALSE,
01-Apr-26,09:40,BA826,London�(LHR),LHR,British Airways,A21N,G-NEOU,G-NEOU,exact_tail_25min_5hr,BA827,G-NEOU,50,C,FALSE,
01-Apr-26,09:40,FR1987,Nantes�(NTE),NTE,Ryanair,B738,SP-RSQ,SP-RSQ,exact_tail_25min_5hr,FR554,SP-RSQ,25,C,FALSE,
01-Apr-26,09:45,AA132,Dallas�(DFW),DFW,American Airlines,B788,N882BL,N882BL,exact_tail_25min_5hr,AA723,N882BL,175,E,TRUE,
01-Apr-26,09:45,UA980,Chicago�(ORD),ORD,United Airlines,B788,N27901,N27901,exact_tail_25min_5hr,UA981,N27901,110,E,TRUE,
01-Apr-26,09:50,EI401,Rome�(FCO),FCO,Aer Lingus,A320,EI-DER,EI-DER,exact_tail_25min_5hr,EI544,EI-DER,70,C,FALSE,
01-Apr-26,09:50,EA3221,Glasgow�(GLA),GLA,Aer Lingus Regional,AT76,EI-HNA,EI-HNA,exact_tail_25min_5hr,,EI-HNA,30,B,FALSE,
01-Apr-26,09:50,EA3251,Edinburgh�(EDI),EDI,Aer Lingus Regional,AT76,EI-FAT,EI-FAT,exact_tail_25min_5hr,EA3252,EI-FAT,30,B,FALSE,
01-Apr-26,09:50,EI3391,Leeds�(LBA),LBA,Aer Lingus Regional,AT76,G-CMMN,G-CMMN,,,,,B,FALSE,
01-Apr-26,09:50,FR31,London�(STN),STN,Ryanair,B738,SP-RKM,SP-RKM,exact_tail_25min_5hr,FR662,SP-RKM,25,C,FALSE,
01-Apr-26,09:55,LH2516,Munich�(MUC),MUC,Lufthansa,A21N,D-AIEE,D-AIEE,exact_tail_25min_5hr,LH2517,D-AIEE,45,C,FALSE,
01-Apr-26,09:57,,Leeds�(LBA),LBA,Aer Lingus Regional,AT76,EI-GZV,EI-GZV,exact_tail_25min_5hr,,EI-GZV,33,B,FALSE,
01-Apr-26,10:00,A3630,Athens�(ATH),ATH,Aegean Airlines,A320,SX-DNB,SX-DNB,exact_tail_25min_5hr,A3631,SX-DNB,55,C,FALSE,
01-Apr-26,10:00,TP1322,Lisbon�(LIS),LIS,TAP Express,E195,CS-TAY,CS-TAY,exact_tail_25min_5hr,TP1323,CS-TAY,45,C,FALSE,
01-Apr-26,10:05,FR47,Brussels�(CRL),CRL,Ryanair,B738,9H-QAL,9H-QAL,exact_tail_25min_5hr,FR116,9H-QAL,45,C,FALSE,
01-Apr-26,10:15,EI153,London�(LHR),LHR,Aer Lingus,A20N,EI-NSE,EI-NSE,exact_tail_25min_5hr,EI162,EI-NSE,55,C,FALSE,
01-Apr-26,10:15,FR113,London�(LGW),LGW,Ryanair,B38M,EI-HET,EI-IHM,airline+aircraft+time,FR5324,EI-IHM,230,C,FALSE,
01-Apr-26,10:15,FR441,Liverpool�(LPL),LPL,Ryanair,B738,EI-DWF,EI-DWF,exact_tail_25min_5hr,FR442,EI-DWF,25,C,FALSE,
01-Apr-26,10:20,EI603,Amsterdam�(AMS),AMS,Aer Lingus,A320,EI-DEK,EI-DEK,exact_tail_25min_5hr,EI208,EI-DEK,145,C,FALSE,
01-Apr-26,10:20,EI3321,Manchester�(MAN),MAN,Aer Lingus Regional,AT76,EI-HPJ,EI-HPJ,exact_tail_25min_5hr,,EI-HPJ,60,B,FALSE,
01-Apr-26,10:20,FR3881,Dubrovnik�(DBV),DBV,Ryanair,B38M,SP-RZX,SP-RZX,exact_tail_25min_5hr,FR3880,SP-RZX,25,C,FALSE,
01-Apr-26,10:25,FR505,Bristol�(BRS),BRS,Ryanair,B738,9H-QCO,9H-QCO,exact_tail_25min_5hr,FR6187,9H-QCO,25,C,FALSE,
01-Apr-26,10:25,FR817,Edinburgh�(EDI),EDI,Ryanair,B38M,9H-VUI,9H-VUI,exact_tail_25min_5hr,FR816,9H-VUI,25,C,FALSE,
01-Apr-26,10:25,KL1137,Amsterdam�(AMS),AMS,KLM,B738,PH-BXY,PH-BXY,exact_tail_25min_5hr,KL1138,PH-BXY,45,C,FALSE,
01-Apr-26,10:30,VJT449,Farnborough�(FAB),FAB,VistaJet,CL35,9H-VCO,9H-VCO,exact_tail_25min_5hr,VJT449,9H-VCO,90,C,FALSE,
01-Apr-26,10:35,EI124,Chicago�(ORD),ORD,Aer Lingus,A333,EI-EIL,EI-EIL,exact_tail_25min_5hr,EI121,EI-EIL,195,E,TRUE,
01-Apr-26,10:35,BA4462,London�(LCY),LCY,British Airways,E190,G-LCYP,G-LCYP,exact_tail_25min_5hr,BA4465,G-LCYP,40,C,FALSE,
01-Apr-26,10:40,UA228,Washington�(IAD),IAD,United Airlines,B752,N18112,N18112,exact_tail_25min_5hr,UA229,N18112,110,D,TRUE,
01-Apr-26,10:40,,London�(LCY),LCY,NetJets,C68A,CS-LUD,CS-LUD,exact_tail_25min_5hr,,CS-LUD,80,C,FALSE,
01-Apr-26,10:43,DL176,New York�(JFK),JFK,Delta Air Lines,B764,N825MH,N177DZ,,DL155,N177DZ,257,D,TRUE,
01-Apr-26,10:45,DL154,Boston�(BOS),BOS,Delta Air Lines,B763,N178DZ,N178DZ,exact_tail_25min_5hr,DL45,N178DZ,150,D,TRUE,
01-Apr-26,10:45,EI3351,Newcastle�(NCL),NCL,Aer Lingus Regional,AT76,EI-HDK,EI-HDK,exact_tail_25min_5hr,EI3254,EI-HDK,55,B,FALSE,
01-Apr-26,10:55,EI3551,Edinburgh�(EDI),EDI,Aer Lingus Regional,AT76,EI-GPN,EI-GPN,exact_tail_25min_5hr,,EI-GPN,35,B,FALSE,
01-Apr-26,10:55,FR421,Amsterdam�(AMS),AMS,Ryanair,B738,SP-RKH,SP-RKH,exact_tail_25min_5hr,FR652,SP-RKH,50,C,FALSE,
01-Apr-26,10:55,SK535,Stockholm�(ARN),ARN,SAS,A20N,EI-SIW,EI-SIW,exact_tail_25min_5hr,SK536,EI-SIW,45,C,FALSE,
01-Apr-26,11:00,EI3301,Southampton�(SOU),SOU,Aer Lingus Regional,AT76,EI-HPK,EI-HPK,exact_tail_25min_5hr,EA3226,EI-HPK,30,B,FALSE,
01-Apr-26,11:00,FR5126,Hamburg�(HAM),HAM,Ryanair,B738,EI-EBL,EI-EBL,exact_tail_25min_5hr,FR202,EI-EBL,25,C,FALSE,
01-Apr-26,11:05,EI631,Brussels�(BRU),BRU,Aer Lingus (Retro livery),A320,EI-DVM,EI-DVM,exact_tail_25min_5hr,EI584,EI-DVM,125,C,FALSE,
01-Apr-26,11:05,FI416,Reykjavik�(KEF),KEF,Icelandair,B38M,TF-ICP,TF-ICP,exact_tail_25min_5hr,FI417,TF-ICP,70,C,FALSE,
01-Apr-26,11:10,UA317,New York�(EWR),EWR,United Airlines,B752,N17126,N17126,exact_tail_25min_5hr,UA316,N17126,145,D,TRUE,
01-Apr-26,11:10,FR115,London�(LGW),LGW,Ryanair,B738,SP-RNP,SP-RNP,exact_tail_25min_5hr,FR3006,SP-RNP,25,C,FALSE,
01-Apr-26,11:15,EI521,Paris�(CDG),CDG,Aer Lingus,A21N,EI-LRD,EI-LRD,exact_tail_25min_5hr,EI131,EI-LRD,175,C,FALSE,
01-Apr-26,11:15,FR658,Brussels�(BRU),BRU,Ryanair,B738,SP-RKV,SP-RKV,exact_tail_25min_5hr,FR7367,SP-RKV,25,C,FALSE,
01-Apr-26,11:20,EI155,London�(LHR),LHR,Aer Lingus,A20N,EI-NSG,EI-NSG,exact_tail_25min_5hr,EI160,EI-NSG,70,C,FALSE,
01-Apr-26,11:25,EI693,Dusseldorf�(DUS),DUS,Aer Lingus,A320,EI-GAM,EI-GAM,exact_tail_25min_5hr,,EI-GAM,125,C,FALSE,
01-Apr-26,11:25,FR2413,Memmingen�(FMM),FMM,Ryanair,B738,EI-GXK,EI-GXK,exact_tail_25min_5hr,FR7034,EI-GXK,60,C,FALSE,
01-Apr-26,11:25,LM51,Aberdeen�(ABZ),ABZ,Loganair,AT76,G-LMTI,G-LMTI,exact_tail_25min_5hr,LM52,G-LMTI,40,B,FALSE,
01-Apr-26,11:30,EI681,Geneva�(GVA),GVA,Aer Lingus,A320,EI-DEM,EI-DEM,exact_tail_25min_5hr,EI552,EI-DEM,80,C,FALSE,
01-Apr-26,11:35,FR535,Nottingham�(EMA),EMA,Malta Air,B38M,9H-VUF,9H-VUF,exact_tail_25min_5hr,FR534,9H-VUF,25,C,FALSE,
01-Apr-26,11:35,FR612,Kerry�(KIR),KIR,Ryanair,B738,SP-RKD,SP-RKD,exact_tail_25min_5hr,FR5432,SP-RKD,25,C,FALSE,
01-Apr-26,11:35,LH978,Frankfurt�(FRA),FRA,Lufthansa (Superstar Heritage Livery),A321,D-AISZ,D-AISZ,exact_tail_25min_5hr,LH979,D-AISZ,50,C,FALSE,
01-Apr-26,11:40,EI108,New York�(JFK),JFK,Aer Lingus,A21N,EI-LRF,EI-LRF,exact_tail_25min_5hr,EI101,EI-LRF,95,C,TRUE,
01-Apr-26,11:45,EI60,San Francisco�(SFO),SFO,Aer Lingus,A333,EI-EIM,EI-EIM,exact_tail_25min_5hr,EI69,EI-EIM,220,E,TRUE,
01-Apr-26,11:45,FR4845,Milan�(BGY),BGY,Ryanair,B38M,EI-ILJ,EI-ILJ,exact_tail_25min_5hr,FR332,EI-ILJ,25,C,FALSE,
01-Apr-26,11:50,EI503,Bordeaux�(BOD),BOD,Aer Lingus,A20N,EI-NSB,EI-NSB,exact_tail_25min_5hr,EI356,EI-NSB,275,C,FALSE,
01-Apr-26,11:50,SK537,Copenhagen�(CPH),CPH,SAS,A20N,EI-SID,EI-SID,exact_tail_25min_5hr,SK538,EI-SID,50,C,FALSE,
01-Apr-26,12:00,FR942,Palma de Mallorca�(PMI),PMI,Ryanair,B738,EI-DPN,EI-DPN,exact_tail_25min_5hr,FR556,EI-DPN,25,C,FALSE,
01-Apr-26,12:00,FR7031,Faro�(FAO),FAO,Ryanair,B738,EI-DPP,EI-DPP,exact_tail_25min_5hr,FR7054,EI-DPP,85,C,FALSE,
01-Apr-26,12:05,BA828,London�(LHR),LHR,British Airways,A320,G-EUYL,G-EUYL,exact_tail_25min_5hr,BA829,G-EUYL,45,C,FALSE,
01-Apr-26,12:05,EI333,Berlin�(BER),BER,Aer Lingus,A320,EI-DVG,EI-DVG,exact_tail_25min_5hr,EI406,EI-DVG,220,C,FALSE,
01-Apr-26,12:05,EW9394,Dusseldorf�(DUS),DUS,Eurowings,A319,D-AGWG,D-AGWG,exact_tail_25min_5hr,EW9395,D-AGWG,40,C,FALSE,
01-Apr-26,12:10,EI651,Frankfurt�(FRA),FRA,Aer Lingus,A320,EI-DEL,EI-DEL,exact_tail_25min_5hr,EI742,EI-DEL,40,C,FALSE,
01-Apr-26,12:10,FR1902,Krakow�(KRK),KRK,Ryanair,B38M,EI-IFW,EI-IFW,exact_tail_25min_5hr,FR96,EI-IFW,30,C,FALSE,
01-Apr-26,12:10,LX400,Zurich�(ZRH),ZRH,Swiss,A20N,HB-JDF,HB-JDF,exact_tail_25min_5hr,LX401,HB-JDF,50,C,FALSE,
01-Apr-26,12:15,FR1949,Luxembourg�(LUX),LUX,Ryanair,B738,9H-QAD,9H-QAD,exact_tail_25min_5hr,FR152,9H-QAD,35,C,FALSE,
01-Apr-26,12:20,EI593,Madrid�(MAD),MAD,Aer Lingus,A320,EI-FNJ,EI-FNJ,exact_tail_25min_5hr,EI526,EI-FNJ,40,C,FALSE,
01-Apr-26,12:20,EK161,Dubai�(DXB),DXB,Emirates,B77W,A6-EQA,A6-EQA,exact_tail_25min_5hr,EK162,A6-EQA,120,C,FALSE,
01-Apr-26,12:25,EA3555,Edinburgh�(EDI),EDI,Aer Lingus Regional,AT76,EI-GPO,EI-GPO,exact_tail_25min_5hr,EA3256,EI-GPO,80,B,FALSE,
01-Apr-26,12:30,FR555,Manchester�(MAN),MAN,Ryanair,B738,SP-RSQ,SP-RSQ,exact_tail_25min_5hr,FR1958,SP-RSQ,50,C,FALSE,
01-Apr-26,12:35,FR7763,Alicante�(ALC),ALC,Ryanair,B38M,EI-IJD,EI-IJD,exact_tail_25min_5hr,FR6875,EI-IJD,50,C,FALSE,
01-Apr-26,12:40,KL1139,Amsterdam�(AMS),AMS,KLM,E295,PH-NXF,PH-NXF,exact_tail_25min_5hr,KL1140,PH-NXF,45,C,FALSE,
01-Apr-26,12:45,EI205,Manchester�(MAN),MAN,Aer Lingus,A21N,EI-XLV,EI-XLV,exact_tail_25min_5hr,EI89,EI-XLV,100,C,FALSE,
01-Apr-26,12:50,EI343,Zurich�(ZRH),ZRH,Aer Lingus,A320,EI-DEP,EI-DEP,exact_tail_25min_5hr,EI608,EI-DEP,45,C,FALSE,
01-Apr-26,12:50,EI563,Barcelona�(BCN),BCN,Aer Lingus,A20N,EI-NSD,EI-NSD,exact_tail_25min_5hr,EI166,EI-NSD,40,C,FALSE,
01-Apr-26,12:55,EI433,Milan�(LIN),LIN,Aer Lingus,A320,EI-DVN,EI-DVN,exact_tail_25min_5hr,EI496,EI-DVN,205,C,FALSE,
01-Apr-26,13:00,FR7047,Malaga�(AGP),AGP,Ryanair,B38M,EI-ILC,EI-ILC,exact_tail_25min_5hr,FR664,EI-ILC,25,C,FALSE,
01-Apr-26,13:00,PC1157,Istanbul�(SAW),SAW,Pegasus,A21N,TC-RFS,TC-RFS,exact_tail_25min_5hr,PC1158,TC-RFS,65,C,FALSE,
