Season_Code,Week_In_Year,Week_Start,Gate_ID,Terminal,Pier,Weekly_Movements,Avg_Daily_Occupancy_Hrs,Headroom_Hrs,Primary_Traffic
S25,29,2025-07-21,116,T1,Pier 1,143,10.2,6.8,International Short-Haul
S25,29,2025-07-21,117,T1,Pier 1,147,10.5,6.5,International Short-Haul
S25,29,2025-07-21,118,T1,Pier 1,150,10.7,6.3,International Short-Haul
S25,29,2025-07-21,119,T1,Pier 1,143,10.2,6.8,International Short-Haul
S25,29,2025-07-21,201,T1,Pier 2,116,9.1,7.9,International Short-Haul
S25,29,2025-07-21,202,T1,Pier 2,111,8.7,8.3,International Short-Haul
S25,29,2025-07-21,203,T1,Pier 2,106,8.3,8.7,International Short-Haul
S25,29,2025-07-21,204,T1,Pier 2,104,8.2,8.8,International Short-Haul
S25,29,2025-07-21,205,T1,Pier 2,107,8.4,8.6,International Short-Haul
S25,29,2025-07-21,206,T1,Pier 2,120,9.4,7.6,International Short-Haul
S25,29,2025-07-21,207,T1,Pier 2,122,9.6,7.4,International Short-Haul
S25,29,2025-07-21,208,T1,Pier 2,112,8.8,8.2,International Short-Haul
S25,29,2025-07-21,209,T1,Pier 2,115,9,8,International Short-Haul
S25,29,2025-07-21,210,T1,Pier 2,107,8.4,8.6,International Short-Haul
S25,29,2025-07-21,211,T1,Pier 2,115,9,8,International Short-Haul
S25,29,2025-07-21,212,T1,Pier 2,107,8.4,8.6,International Short-Haul
S25,29,2025-07-21,213,T1,Pier 2,116,9.1,7.9,International Short-Haul
S25,29,2025-07-21,214,T1,Pier 2,122,9.6,7.4,International Short-Haul
S25,29,2025-07-21,301,T1,Pier 3,90,7.7,9.3,International Short-Haul
S25,29,2025-07-21,302,T1,Pier 3,98,8.4,8.6,International Short-Haul
S25,29,2025-07-21,303,T1,Pier 3,88,7.5,9.5,International Short-Haul
S25,29,2025-07-21,304,T1,Pier 3,92,7.9,9.1,International Short-Haul
S25,29,2025-07-21,305,T1,Pier 3,89,7.6,9.4,International Short-Haul
S25,29,2025-07-21,306,T1,Pier 3,92,7.9,9.1,International Short-Haul
S25,29,2025-07-21,307,T1,Pier 3,90,7.7,9.3,International Short-Haul
S25,29,2025-07-21,308,T1,Pier 3,92,7.9,9.1,International Short-Haul
S25,29,2025-07-21,309,T1,Pier 3,93,8,9,International Short-Haul
S25,29,2025-07-21,310,T1,Pier 3,91,7.8,9.2,International Short-Haul
S25,29,2025-07-21,311,T1,Pier 3,97,8.3,8.7,International Short-Haul
S25,29,2025-07-21,312,T1,Pier 3,100,8.6,8.4,International Short-Haul
S25,29,2025-07-21,313,T1,Pier 3,92,7.9,9.1,International Short-Haul
S25,29,2025-07-21,314,T1,Pier 3,90,7.7,9.3,International Short-Haul
S25,29,2025-07-21,315,T2,Pier 3,91,7.8,9.2,Transatlantic CBP
S25,29,2025-07-21,316,T2,Pier 3,99,8.5,8.5,Transatlantic CBP
S25,29,2025-07-21,317,T2,Pier 3,96,8.2,8.8,Transatlantic CBP
S25,29,2025-07-21,318,T2,Pier 3,93,8,9,Transatlantic CBP
S25,29,2025-07-21,319,T2,Pier 3,89,7.6,9.4,Transatlantic CBP
S25,29,2025-07-21,320,T2,Pier 3,93,8,9,Transatlantic CBP
S25,29,2025-07-21,321,T2,Pier 3,91,7.8,9.2,Transatlantic CBP
S25,29,2025-07-21,322,T2,Pier 3,102,8.7,8.3,Transatlantic CBP
S25,29,2025-07-21,323,T2,Pier 3,100,8.6,8.4,Transatlantic CBP
S25,29,2025-07-21,401,T2,Pier 4,71,12.2,4.8,Transatlantic CBP
S25,29,2025-07-21,402,T2,Pier 4,76,13.1,3.9,Transatlantic CBP
S25,29,2025-07-21,403,T2,Pier 4,73,12.5,4.5,Transatlantic CBP
S25,29,2025-07-21,404,T2,Pier 4,75,12.9,4.1,Transatlantic CBP
S25,29,2025-07-21,405,T2,Pier 4,81,13.8,3.2,Transatlantic CBP
S25,29,2025-07-21,406,T2,Pier 4,76,13.1,3.9,Transatlantic CBP
S25,29,2025-07-21,407,T2,Pier 4,74,12.7,4.3,Transatlantic CBP
S25,29,2025-07-21,408,T2,Pier 4,72,12.4,4.6,Transatlantic CBP
S25,29,2025-07-21,409,T2,Pier 4,80,13.7,3.3,Transatlantic CBP
S25,29,2025-07-21,410,T2,Pier 4,78,13.3,3.7,Transatlantic CBP
S25,29,2025-07-21,411,T2,Pier 4,76,13,4,Transatlantic CBP
S25,29,2025-07-21,412,T2,Pier 4,73,12.5,4.5,Transatlantic CBP
S25,29,2025-07-21,413,T2,Pier 4,74,12.7,4.3,Transatlantic CBP
S25,29,2025-07-21,414,T2,Pier 4,82,14,3,Transatlantic CBP
S25,29,2025-07-21,415,T2,Pier 4,76,13.1,3.9,Transatlantic CBP
S25,29,2025-07-21,416,T2,Pier 4,75,12.8,4.2,Transatlantic CBP
S25,29,2025-07-21,417,T2,Pier 4,76,13.1,3.9,Transatlantic CBP
S25,29,2025-07-21,418,T2,Pier 4,79,13.6,3.4,Transatlantic CBP
S25,29,2025-07-21,419,T2,Pier 4,74,12.7,4.3,Transatlantic CBP
S25,29,2025-07-21,420,T2,Pier 4,72,12.4,4.6,Transatlantic CBP
S25,29,2025-07-21,421,T2,Pier 4,77,13.2,3.8,Transatlantic CBP
S25,29,2025-07-21,422,T2,Pier 4,78,13.4,3.6,Transatlantic CBP
S25,29,2025-07-21,423,T2,Pier 4,79,13.5,3.5,Transatlantic CBP
S25,29,2025-07-21,424,T2,Pier 4,81,13.8,3.2,Transatlantic CBP
S25,29,2025-07-21,425,T2,Pier 4,75,12.8,4.2,Transatlantic CBP
S25,29,2025-07-21,426,T2,Pier 4,71,12.2,4.8,Transatlantic CBP
S25,29,2025-07-21,501,T2,Pier E,56,14.5,2.5,International Long-Haul
S25,29,2025-07-21,502,T2,Pier E,52,13.3,3.7,International Long-Haul
S25,29,2025-07-21,503,T2,Pier E,53,13.7,3.3,International Long-Haul
S25,29,2025-07-21,504,T2,Pier E,54,13.8,3.2,International Long-Haul
S25,29,2025-07-21,505,T2,Pier E,53,13.6,3.4,International Long-Haul
S25,29,2025-07-21,506,T2,Pier E,50,12.8,4.2,International Long-Haul
S25,29,2025-07-21,507,T2,Pier E,54,14,3,International Long-Haul
S25,29,2025-07-21,508,T2,Pier E,55,14.1,2.9,International Long-Haul
S25,29,2025-07-21,509,T2,Pier E,53,13.6,3.4,International Long-Haul
S25,29,2025-07-21,510,T2,Pier E,52,13.4,3.6,International Long-Haul
S25,29,2025-07-21,511,T2,Pier E,49,12.6,4.4,International Long-Haul
S25,29,2025-07-21,512,T2,Pier E,49,12.6,4.4,International Long-Haul
S25,29,2025-07-21,513,T2,Pier E,51,13.1,3.9,International Long-Haul
S25,29,2025-07-21,514,T2,Pier E,51,13.1,3.9,International Long-Haul
S25,29,2025-07-21,515,T2,Pier E,56,14.4,2.6,International Long-Haul
S25,29,2025-07-21,601,T1,Remote North,50,3.9,13.1,International Short-Haul
S25,29,2025-07-21,602,T1,Remote North,48,3.8,13.2,International Short-Haul
S25,29,2025-07-21,603,T1,Remote North,47,3.7,13.3,International Short-Haul
S25,29,2025-07-21,604,T1,Remote North,45,3.5,13.5,International Short-Haul
S25,29,2025-07-21,605,T1,Remote North,51,4,13,International Short-Haul
S25,29,2025-07-21,606,T1,Remote North,46,3.6,13.4,International Short-Haul
S25,29,2025-07-21,607,T1,Remote North,45,3.5,13.5,International Short-Haul
S25,29,2025-07-21,608,T1,Remote North,47,3.7,13.3,International Short-Haul
S25,29,2025-07-21,609,T1,Remote North,50,3.9,13.1,International Short-Haul
S25,29,2025-07-21,610,T1,Remote North,50,3.9,13.1,International Short-Haul
S25,29,2025-07-21,611,T1,Remote North,43,3.4,13.6,International Short-Haul
S25,29,2025-07-21,612,T1,Remote North,50,3.9,13.1,International Short-Haul
S25,29,2025-07-21,613,T1,Remote North,46,3.6,13.4,International Short-Haul
S25,29,2025-07-21,614,T1,Remote North,43,3.4,13.6,International Short-Haul
S25,29,2025-07-21,615,T1,Remote North,50,3.9,13.1,International Short-Haul
S25,29,2025-07-21,616,T1,Remote North,50,3.9,13.1,International Short-Haul
S25,29,2025-07-21,617,T1,Remote North,47,3.7,13.3,International Short-Haul
S25,29,2025-07-21,618,T1,Remote North,47,3.7,13.3,International Short-Haul
S25,29,2025-07-21,619,T1,Remote North,50,3.9,13.1,International Short-Haul
S25,29,2025-07-21,620,T1,Remote North,50,3.9,13.1,International Short-Haul
S25,29,2025-07-21,621,T1,Remote North,50,3.9,13.1,International Short-Haul
S25,29,2025-07-21,701,T1,Remote South,8,2.4,14.6,Cargo
S25,29,2025-07-21,702,T1,Remote South,9,2.5,14.5,Cargo
S25,29,2025-07-21,703,T1,Remote South,9,2.6,14.4,Cargo
S25,29,2025-07-21,704,T1,Remote South,8,2.2,14.8,Cargo
S25,29,2025-07-21,705,T1,Remote South,9,2.5,14.5,Cargo
S25,29,2025-07-21,706,T1,Remote South,8,2.4,14.6,Cargo
S25,29,2025-07-21,707,T1,Remote South,8,2.3,14.7,Cargo
S25,29,2025-07-21,708,T1,Remote South,8,2.4,14.6,Cargo
S25,29,2025-07-21,709,T1,Remote South,8,2.2,14.8,Cargo
S25,29,2025-07-21,710,T1,Remote South,8,2.4,14.6,Cargo
S25,29,2025-07-21,711,T1,Remote South,9,2.5,14.5,Cargo
S25,29,2025-07-21,712,T1,Remote South,8,2.3,14.7,Cargo
S25,30,2025-07-28,101,T1,Pier 1,144,10.3,6.7,International Short-Haul
S25,30,2025-07-28,102,T1,Pier 1,155,11.1,5.9,International Short-Haul
S25,30,2025-07-28,103,T1,Pier 1,144,10.3,6.7,International Short-Haul
S25,30,2025-07-28,104,T1,Pier 1,141,10.1,6.9,International Short-Haul
S25,30,2025-07-28,105,T1,Pier 1,144,10.3,6.7,International Short-Haul
S25,30,2025-07-28,106,T1,Pier 1,146,10.4,6.6,International Short-Haul
S25,30,2025-07-28,107,T1,Pier 1,148,10.6,6.4,International Short-Haul
S25,30,2025-07-28,108,T1,Pier 1,153,10.9,6.1,International Short-Haul
S25,30,2025-07-28,109,T1,Pier 1,144,10.3,6.7,International Short-Haul
S25,30,2025-07-28,110,T1,Pier 1,153,10.9,6.1,International Short-Haul
S25,30,2025-07-28,111,T1,Pier 1,146,10.4,6.6,International Short-Haul
S25,30,2025-07-28,112,T1,Pier 1,141,10.1,6.9,International Short-Haul
S25,30,2025-07-28,113,T1,Pier 1,148,10.6,6.4,International Short-Haul
S25,30,2025-07-28,114,T1,Pier 1,150,10.7,6.3,International Short-Haul
S25,30,2025-07-28,115,T1,Pier 1,147,10.5,6.5,International Short-Haul
S25,30,2025-07-28,116,T1,Pier 1,134,9.6,7.4,International Short-Haul
S25,30,2025-07-28,117,T1,Pier 1,137,9.8,7.2,International Short-Haul
S25,30,2025-07-28,118,T1,Pier 1,140,10,7,International Short-Haul
S25,30,2025-07-28,119,T1,Pier 1,140,10,7,International Short-Haul
S25,30,2025-07-28,201,T1,Pier 2,116,9.1,7.9,International Short-Haul
S25,30,2025-07-28,202,T1,Pier 2,103,8.1,8.9,International Short-Haul
S25,30,2025-07-28,203,T1,Pier 2,117,9.2,7.8,International Short-Haul
S25,30,2025-07-28,204,T1,Pier 2,108,8.5,8.5,International Short-Haul
S25,30,2025-07-28,205,T1,Pier 2,108,8.5,8.5,International Short-Haul
S25,30,2025-07-28,206,T1,Pier 2,112,8.8,8.2,International Short-Haul
S25,30,2025-07-28,207,T1,Pier 2,107,8.4,8.6,International Short-Haul
S25,30,2025-07-28,208,T1,Pier 2,120,9.4,7.6,International Short-Haul
S25,30,2025-07-28,209,T1,Pier 2,104,8.2,8.8,International Short-Haul
S25,30,2025-07-28,210,T1,Pier 2,111,8.7,8.3,International Short-Haul
S25,30,2025-07-28,211,T1,Pier 2,118,9.3,7.7,International Short-Haul
S25,30,2025-07-28,212,T1,Pier 2,115,9,8,International Short-Haul
S25,30,2025-07-28,213,T1,Pier 2,108,8.5,8.5,International Short-Haul
S25,30,2025-07-28,214,T1,Pier 2,111,8.7,8.3,International Short-Haul
S25,30,2025-07-28,301,T1,Pier 3,96,8.2,8.8,International Short-Haul
S25,30,2025-07-28,302,T1,Pier 3,100,8.6,8.4,International Short-Haul
S25,30,2025-07-28,303,T1,Pier 3,99,8.5,8.5,International Short-Haul
S25,30,2025-07-28,304,T1,Pier 3,91,7.8,9.2,International Short-Haul
S25,30,2025-07-28,305,T1,Pier 3,100,8.6,8.4,International Short-Haul
S25,30,2025-07-28,306,T1,Pier 3,85,7.3,9.7,International Short-Haul
S25,30,2025-07-28,307,T1,Pier 3,86,7.4,9.6,International Short-Haul
S25,30,2025-07-28,308,T1,Pier 3,98,8.4,8.6,International Short-Haul
S25,30,2025-07-28,309,T1,Pier 3,89,7.6,9.4,International Short-Haul
S25,30,2025-07-28,310,T1,Pier 3,86,7.4,9.6,International Short-Haul
S25,30,2025-07-28,311,T1,Pier 3,89,7.6,9.4,International Short-Haul
S25,30,2025-07-28,312,T1,Pier 3,92,7.9,9.1,International Short-Haul
S25,30,2025-07-28,313,T1,Pier 3,97,8.3,8.7,International Short-Haul
S25,30,2025-07-28,314,T1,Pier 3,94,8.1,8.9,International Short-Haul
S25,30,2025-07-28,315,T2,Pier 3,89,7.6,9.4,Transatlantic CBP
S25,30,2025-07-28,316,T2,Pier 3,93,8,9,Transatlantic CBP
S25,30,2025-07-28,317,T2,Pier 3,99,8.5,8.5,Transatlantic CBP
S25,30,2025-07-28,318,T2,Pier 3,98,8.4,8.6,Transatlantic CBP
S25,30,2025-07-28,319,T2,Pier 3,90,7.7,9.3,Transatlantic CBP
S25,30,2025-07-28,320,T2,Pier 3,100,8.6,8.4,Transatlantic CBP
S25,30,2025-07-28,321,T2,Pier 3,96,8.2,8.8,Transatlantic CBP
S25,30,2025-07-28,322,T2,Pier 3,86,7.4,9.6,Transatlantic CBP
S25,30,2025-07-28,323,T2,Pier 3,86,7.4,9.6,Transatlantic CBP
S25,30,2025-07-28,401,T2,Pier 4,71,12.2,4.8,Transatlantic CBP
S25,30,2025-07-28,402,T2,Pier 4,78,13.3,3.7,Transatlantic CBP
S25,30,2025-07-28,403,T2,Pier 4,71,12.2,4.8,Transatlantic CBP
S25,30,2025-07-28,404,T2,Pier 4,75,12.9,4.1,Transatlantic CBP
S25,30,2025-07-28,405,T2,Pier 4,70,12,5,Transatlantic CBP
S25,30,2025-07-28,406,T2,Pier 4,80,13.7,3.3,Transatlantic CBP
S25,30,2025-07-28,407,T2,Pier 4,73,12.5,4.5,Transatlantic CBP
S25,30,2025-07-28,408,T2,Pier 4,80,13.7,3.3,Transatlantic CBP
S25,30,2025-07-28,409,T2,Pier 4,81,13.8,3.2,Transatlantic CBP
S25,30,2025-07-28,410,T2,Pier 4,69,11.8,5.2,Transatlantic CBP
S25,30,2025-07-28,411,T2,Pier 4,75,12.8,4.2,Transatlantic CBP
S25,30,2025-07-28,412,T2,Pier 4,69,11.9,5.1,Transatlantic CBP
S25,30,2025-07-28,413,T2,Pier 4,80,13.7,3.3,Transatlantic CBP
S25,30,2025-07-28,414,T2,Pier 4,75,12.9,4.1,Transatlantic CBP
S25,30,2025-07-28,415,T2,Pier 4,70,12,5,Transatlantic CBP
S25,30,2025-07-28,416,T2,Pier 4,70,12,5,Transatlantic CBP
S25,30,2025-07-28,417,T2,Pier 4,74,12.6,4.4,Transatlantic CBP
S25,30,2025-07-28,418,T2,Pier 4,81,13.8,3.2,Transatlantic CBP
S25,30,2025-07-28,419,T2,Pier 4,77,13.2,3.8,Transatlantic CBP
S25,30,2025-07-28,420,T2,Pier 4,79,13.6,3.4,Transatlantic CBP
S25,30,2025-07-28,421,T2,Pier 4,74,12.6,4.4,Transatlantic CBP
S25,30,2025-07-28,422,T2,Pier 4,69,11.9,5.1,Transatlantic CBP
S25,30,2025-07-28,423,T2,Pier 4,81,13.8,3.2,Transatlantic CBP
S25,30,2025-07-28,424,T2,Pier 4,69,11.9,5.1,Transatlantic CBP
S25,30,2025-07-28,425,T2,Pier 4,81,13.8,3.2,Transatlantic CBP
S25,30,2025-07-28,426,T2,Pier 4,74,12.6,4.4,Transatlantic CBP
S25,30,2025-07-28,501,T2,Pier E,47,12.2,4.8,International Long-Haul
S25,30,2025-07-28,502,T2,Pier E,53,13.7,3.3,International Long-Haul
S25,30,2025-07-28,503,T2,Pier E,56,14.3,2.7,International Long-Haul
S25,30,2025-07-28,504,T2,Pier E,56,14.3,2.7,International Long-Haul
S25,30,2025-07-28,505,T2,Pier E,49,12.5,4.5,International Long-Haul
S25,30,2025-07-28,506,T2,Pier E,49,12.6,4.4,International Long-Haul
S25,30,2025-07-28,507,T2,Pier E,52,13.4,3.6,International Long-Haul
S25,30,2025-07-28,508,T2,Pier E,53,13.6,3.4,International Long-Haul
S25,30,2025-07-28,509,T2,Pier E,54,13.8,3.2,International Long-Haul
S25,30,2025-07-28,510,T2,Pier E,49,12.6,4.4,International Long-Haul
S25,30,2025-07-28,511,T2,Pier E,55,14.2,2.8,International Long-Haul
S25,30,2025-07-28,512,T2,Pier E,53,13.6,3.4,International Long-Haul
S25,30,2025-07-28,513,T2,Pier E,54,14,3,International Long-Haul
S25,30,2025-07-28,514,T2,Pier E,52,13.4,3.6,International Long-Haul
S25,30,2025-07-28,515,T2,Pier E,51,13.1,3.9,International Long-Haul
S25,30,2025-07-28,601,T1,Remote North,50,3.9,13.1,International Short-Haul
S25,30,2025-07-28,602,T1,Remote North,47,3.7,13.3,International Short-Haul
S25,30,2025-07-28,603,T1,Remote North,48,3.8,13.2,International Short-Haul
S25,30,2025-07-28,604,T1,Remote North,50,3.9,13.1,International Short-Haul
S25,30,2025-07-28,605,T1,Remote North,47,3.7,13.3,International Short-Haul
S25,30,2025-07-28,606,T1,Remote North,47,3.7,13.3,International Short-Haul
S25,30,2025-07-28,607,T1,Remote North,42,3.3,13.7,International Short-Haul
S25,30,2025-07-28,608,T1,Remote North,43,3.4,13.6,International Short-Haul
S25,30,2025-07-28,609,T1,Remote North,45,3.5,13.5,International Short-Haul
S25,30,2025-07-28,610,T1,Remote North,43,3.4,13.6,International Short-Haul
S25,30,2025-07-28,611,T1,Remote North,45,3.5,13.5,International Short-Haul
S25,30,2025-07-28,612,T1,Remote North,45,3.5,13.5,International Short-Haul
S25,30,2025-07-28,613,T1,Remote North,45,3.5,13.5,International Short-Haul
S25,30,2025-07-28,614,T1,Remote North,46,3.6,13.4,International Short-Haul
S25,30,2025-07-28,615,T1,Remote North,43,3.4,13.6,International Short-Haul
S25,30,2025-07-28,616,T1,Remote North,43,3.4,13.6,International Short-Haul
S25,30,2025-07-28,617,T1,Remote North,47,3.7,13.3,International Short-Haul
S25,30,2025-07-28,618,T1,Remote North,47,3.7,13.3,International Short-Haul
S25,30,2025-07-28,619,T1,Remote North,46,3.6,13.4,International Short-Haul
S25,30,2025-07-28,620,T1,Remote North,47,3.7,13.3,International Short-Haul
S25,30,2025-07-28,621,T1,Remote North,48,3.8,13.2,International Short-Haul
S25,30,2025-07-28,701,T1,Remote South,8,2.3,14.7,Cargo
S25,30,2025-07-28,702,T1,Remote South,8,2.4,14.6,Cargo
S25,30,2025-07-28,703,T1,Remote South,9,2.5,14.5,Cargo
S25,30,2025-07-28,704,T1,Remote South,9,2.5,14.5,Cargo
S25,30,2025-07-28,705,T1,Remote South,8,2.3,14.7,Cargo
S25,30,2025-07-28,706,T1,Remote South,8,2.4,14.6,Cargo
S25,30,2025-07-28,707,T1,Remote South,8,2.2,14.8,Cargo
S25,30,2025-07-28,708,T1,Remote South,8,2.4,14.6,Cargo
S25,30,2025-07-28,709,T1,Remote South,9,2.5,14.5,Cargo
S25,30,2025-07-28,710,T1,Remote South,8,2.3,14.7,Cargo
S25,30,2025-07-28,711,T1,Remote South,9,2.5,14.5,Cargo
S25,30,2025-07-28,712,T1,Remote South,8,2.3,14.7,Cargo
S25,31,2025-08-04,101,T1,Pier 1,158,11.3,5.7,International Short-Haul
S25,31,2025-08-04,102,T1,Pier 1,148,10.6,6.4,International Short-Haul
S25,31,2025-08-04,103,T1,Pier 1,136,9.7,7.3,International Short-Haul
S25,31,2025-08-04,104,T1,Pier 1,148,10.6,6.4,International Short-Haul
S25,31,2025-08-04,105,T1,Pier 1,141,10.1,6.9,International Short-Haul
S25,31,2025-08-04,106,T1,Pier 1,136,9.7,7.3,International Short-Haul
S25,31,2025-08-04,107,T1,Pier 1,154,11,6,International Short-Haul
S25,31,2025-08-04,108,T1,Pier 1,141,10.1,6.9,International Short-Haul
S25,31,2025-08-04,109,T1,Pier 1,153,10.9,6.1,International Short-Haul
S25,31,2025-08-04,110,T1,Pier 1,141,10.1,6.9,International Short-Haul
S25,31,2025-08-04,111,T1,Pier 1,139,9.9,7.1,International Short-Haul
S25,31,2025-08-04,112,T1,Pier 1,157,11.2,5.8,International Short-Haul
S25,31,2025-08-04,113,T1,Pier 1,143,10.2,6.8,International Short-Haul
S25,31,2025-08-04,114,T1,Pier 1,148,10.6,6.4,International Short-Haul
S25,31,2025-08-04,115,T1,Pier 1,148,10.6,6.4,International Short-Haul
S25,31,2025-08-04,116,T1,Pier 1,148,10.6,6.4,International Short-Haul
S25,31,2025-08-04,117,T1,Pier 1,155,11.1,5.9,International Short-Haul
S25,31,2025-08-04,118,T1,Pier 1,150,10.7,6.3,International Short-Haul
S25,31,2025-08-04,119,T1,Pier 1,144,10.3,6.7,International Short-Haul
S25,31,2025-08-04,201,T1,Pier 2,120,9.4,7.6,International Short-Haul
S25,31,2025-08-04,202,T1,Pier 2,107,8.4,8.6,International Short-Haul
S25,31,2025-08-04,203,T1,Pier 2,113,8.9,8.1,International Short-Haul
S25,31,2025-08-04,204,T1,Pier 2,121,9.5,7.5,International Short-Haul
S25,31,2025-08-04,205,T1,Pier 2,116,9.1,7.9,International Short-Haul
S25,31,2025-08-04,206,T1,Pier 2,118,9.3,7.7,International Short-Haul
S25,31,2025-08-04,207,T1,Pier 2,116,9.1,7.9,International Short-Haul
S25,31,2025-08-04,208,T1,Pier 2,120,9.4,7.6,International Short-Haul
S25,31,2025-08-04,209,T1,Pier 2,121,9.5,7.5,International Short-Haul
S25,31,2025-08-04,210,T1,Pier 2,109,8.6,8.4,International Short-Haul
S25,31,2025-08-04,211,T1,Pier 2,107,8.4,8.6,International Short-Haul
S25,31,2025-08-04,212,T1,Pier 2,113,8.9,8.1,International Short-Haul
S25,31,2025-08-04,213,T1,Pier 2,117,9.2,7.8,International Short-Haul
S25,31,2025-08-04,214,T1,Pier 2,108,8.5,8.5,International Short-Haul
S25,31,2025-08-04,301,T1,Pier 3,86,7.4,9.6,International Short-Haul
S25,31,2025-08-04,302,T1,Pier 3,91,7.8,9.2,International Short-Haul
S25,31,2025-08-04,303,T1,Pier 3,100,8.6,8.4,International Short-Haul
S25,31,2025-08-04,304,T1,Pier 3,97,8.3,8.7,International Short-Haul
S25,31,2025-08-04,305,T1,Pier 3,92,7.9,9.1,International Short-Haul
S25,31,2025-08-04,306,T1,Pier 3,89,7.6,9.4,International Short-Haul
S25,31,2025-08-04,307,T1,Pier 3,91,7.8,9.2,International Short-Haul
S25,31,2025-08-04,308,T1,Pier 3,89,7.6,9.4,International Short-Haul
S25,31,2025-08-04,309,T1,Pier 3,88,7.5,9.5,International Short-Haul
S25,31,2025-08-04,310,T1,Pier 3,99,8.5,8.5,International Short-Haul
S25,31,2025-08-04,311,T1,Pier 3,102,8.7,8.3,International Short-Haul
S25,31,2025-08-04,312,T1,Pier 3,89,7.6,9.4,International Short-Haul
S25,31,2025-08-04,313,T1,Pier 3,86,7.4,9.6,International Short-Haul
S25,31,2025-08-04,314,T1,Pier 3,91,7.8,9.2,International Short-Haul
S25,31,2025-08-04,315,T2,Pier 3,93,8,9,Transatlantic CBP
S25,31,2025-08-04,316,T2,Pier 3,89,7.6,9.4,Transatlantic CBP
S25,31,2025-08-04,317,T2,Pier 3,91,7.8,9.2,Transatlantic CBP
S25,31,2025-08-04,318,T2,Pier 3,89,7.6,9.4,Transatlantic CBP
S25,31,2025-08-04,319,T2,Pier 3,98,8.4,8.6,Transatlantic CBP
S25,31,2025-08-04,320,T2,Pier 3,97,8.3,8.7,Transatlantic CBP
S25,31,2025-08-04,321,T2,Pier 3,96,8.2,8.8,Transatlantic CBP
S25,31,2025-08-04,322,T2,Pier 3,92,7.9,9.1,Transatlantic CBP
S25,31,2025-08-04,323,T2,Pier 3,99,8.5,8.5,Transatlantic CBP
S25,31,2025-08-04,401,T2,Pier 4,81,13.9,3.1,Transatlantic CBP
S25,31,2025-08-04,402,T2,Pier 4,72,12.3,4.7,Transatlantic CBP
S25,31,2025-08-04,403,T2,Pier 4,72,12.4,4.6,Transatlantic CBP
S25,31,2025-08-04,404,T2,Pier 4,76,13,4,Transatlantic CBP
S25,31,2025-08-04,405,T2,Pier 4,71,12.1,4.9,Transatlantic CBP
S25,31,2025-08-04,406,T2,Pier 4,75,12.8,4.2,Transatlantic CBP
S25,31,2025-08-04,407,T2,Pier 4,76,13.1,3.9,Transatlantic CBP
S25,31,2025-08-04,408,T2,Pier 4,76,13,4,Transatlantic CBP
S25,31,2025-08-04,409,T2,Pier 4,74,12.6,4.4,Transatlantic CBP
S25,31,2025-08-04,410,T2,Pier 4,76,13,4,Transatlantic CBP
S25,31,2025-08-04,411,T2,Pier 4,81,13.9,3.1,Transatlantic CBP
S25,31,2025-08-04,412,T2,Pier 4,72,12.3,4.7,Transatlantic CBP
S25,31,2025-08-04,413,T2,Pier 4,78,13.3,3.7,Transatlantic CBP
S25,31,2025-08-04,414,T2,Pier 4,70,12,5,Transatlantic CBP
S25,31,2025-08-04,415,T2,Pier 4,70,12,5,Transatlantic CBP
S25,31,2025-08-04,416,T2,Pier 4,76,13.1,3.9,Transatlantic CBP
S25,31,2025-08-04,417,T2,Pier 4,71,12.1,4.9,Transatlantic CBP
S25,31,2025-08-04,418,T2,Pier 4,70,12,5,Transatlantic CBP
S25,31,2025-08-04,419,T2,Pier 4,72,12.3,4.7,Transatlantic CBP
S25,31,2025-08-04,420,T2,Pier 4,76,13.1,3.9,Transatlantic CBP
S25,31,2025-08-04,421,T2,Pier 4,78,13.4,3.6,Transatlantic CBP
S25,31,2025-08-04,422,T2,Pier 4,72,12.3,4.7,Transatlantic CBP
S25,31,2025-08-04,423,T2,Pier 4,78,13.3,3.7,Transatlantic CBP
S25,31,2025-08-04,424,T2,Pier 4,72,12.3,4.7,Transatlantic CBP
S25,31,2025-08-04,425,T2,Pier 4,77,13.2,3.8,Transatlantic CBP
S25,31,2025-08-04,426,T2,Pier 4,75,12.8,4.2,Transatlantic CBP
S25,31,2025-08-04,501,T2,Pier E,53,13.7,3.3,International Long-Haul
S25,31,2025-08-04,502,T2,Pier E,56,14.4,2.6,International Long-Haul
S25,31,2025-08-04,503,T2,Pier E,56,14.3,2.7,International Long-Haul
S25,31,2025-08-04,504,T2,Pier E,48,12.3,4.7,International Long-Haul
S25,31,2025-08-04,505,T2,Pier E,55,14.2,2.8,International Long-Haul
S25,31,2025-08-04,506,T2,Pier E,48,12.4,4.6,International Long-Haul
S25,31,2025-08-04,507,T2,Pier E,56,14.3,2.7,International Long-Haul
S25,31,2025-08-04,508,T2,Pier E,50,12.9,4.1,International Long-Haul
S25,31,2025-08-04,509,T2,Pier E,51,13.1,3.9,International Long-Haul
S25,31,2025-08-04,510,T2,Pier E,49,12.5,4.5,International Long-Haul
S25,31,2025-08-04,511,T2,Pier E,49,12.5,4.5,International Long-Haul
S25,31,2025-08-04,512,T2,Pier E,54,13.9,3.1,International Long-Haul
S25,31,2025-08-04,513,T2,Pier E,56,14.3,2.7,International Long-Haul
S25,31,2025-08-04,514,T2,Pier E,53,13.6,3.4,International Long-Haul
