Season_Code,Week_In_Year,Week_Start,Terminal,Airline,Airline_Name,Flight_Category,Aircraft_Family,Weekly_Movements,Peak_Day_Movements,Avg_Load_Factor_Pct
S25,22,2025-06-02,T1,U2,easyJet,International Short-Haul,A320,70,12,83%
S25,22,2025-06-02,T1,W6,Wizz Air,International Short-Haul,A320,63,12,83%
S25,22,2025-06-02,T2,AA,American Airlines,Transatlantic CBP,B787,38,7,91%
S25,22,2025-06-02,T2,UA,United Airlines,Transatlantic CBP,B787,19,3,89%
S25,22,2025-06-02,T2,DL,Delta Air Lines,Transatlantic CBP,A330,10,2,90%
S25,22,2025-06-02,T2,AC,Air Canada,Transatlantic CBP,B787,9,2,88%
S25,22,2025-06-02,T2,EK,Emirates,International Long-Haul,B777,17,3,86%
S25,22,2025-06-02,T2,EY,Etihad,International Long-Haul,A330,8,1,86%
S25,22,2025-06-02,T1,5X,UPS,Cargo,B767,8,1,nan%
S25,22,2025-06-02,T1,FX,FedEx,Cargo,A320,5,1,nan%
S25,23,2025-06-09,T1,FR,Ryanair,International Short-Haul,B737,1281,241,84%
S25,23,2025-06-09,T1,FR,Ryanair,International Short-Haul,A320,87,14,83%
S25,23,2025-06-09,T1,FR,Ryanair,Domestic,B737,70,13,73%
S25,23,2025-06-09,T2,EI,Aer Lingus,International Short-Haul,A320,434,77,83%
S25,23,2025-06-09,T2,EI,Aer Lingus,Transatlantic CBP,A330,154,27,88%
S25,23,2025-06-09,T2,EI,Aer Lingus,Transatlantic CBP,B787,76,14,91%
S25,23,2025-06-09,T2,EI,Aer Lingus,International Long-Haul,A330,18,3,87%
S25,23,2025-06-09,T2,RE,Aer Lingus Regional,Domestic,ATR72,154,28,73%
S25,23,2025-06-09,T2,RE,Aer Lingus Regional,International Short-Haul,ATR72,99,17,85%
S25,23,2025-06-09,T2,BA,British Airways,International Short-Haul,A320,101,18,84%
S25,23,2025-06-09,T2,BA,British Airways,International Short-Haul,E-Jet,72,13,83%
S25,23,2025-06-09,T1,LH,Lufthansa,International Short-Haul,A320,56,9,85%
S25,23,2025-06-09,T1,AF,Air France,International Short-Haul,A320,53,9,83%
S25,23,2025-06-09,T1,KL,KLM,International Short-Haul,A320,57,10,84%
S25,23,2025-06-09,T1,IB,Iberia,International Short-Haul,A320,35,7,83%
S25,23,2025-06-09,T1,VY,Vueling,International Short-Haul,A320,33,6,84%
S25,23,2025-06-09,T1,OS,Austrian,International Short-Haul,A320,18,3,85%
S25,23,2025-06-09,T1,SK,SAS,International Short-Haul,A320,18,3,85%
S25,23,2025-06-09,T1,AY,Finnair,International Short-Haul,A320,14,2,85%
S25,23,2025-06-09,T1,TK,Turkish Airlines,International Long-Haul,A320,25,5,87%
S25,23,2025-06-09,T1,U2,easyJet,International Short-Haul,A320,77,13,82%
S25,23,2025-06-09,T1,W6,Wizz Air,International Short-Haul,A320,61,10,83%
S25,23,2025-06-09,T2,AA,American Airlines,Transatlantic CBP,B787,42,7,89%
S25,23,2025-06-09,T2,UA,United Airlines,Transatlantic CBP,B787,20,4,91%
S25,23,2025-06-09,T2,DL,Delta Air Lines,Transatlantic CBP,A330,10,2,88%
S25,23,2025-06-09,T2,AC,Air Canada,Transatlantic CBP,B787,10,2,89%
S25,23,2025-06-09,T2,EK,Emirates,International Long-Haul,B777,18,3,86%
S25,23,2025-06-09,T2,EY,Etihad,International Long-Haul,A330,9,1,87%
S25,23,2025-06-09,T1,5X,UPS,Cargo,B767,8,1,nan%
S25,23,2025-06-09,T1,FX,FedEx,Cargo,A320,6,1,nan%
S25,24,2025-06-16,T1,FR,Ryanair,International Short-Haul,B737,1369,235,86%
S25,24,2025-06-16,T1,FR,Ryanair,International Short-Haul,A320,101,17,85%
S25,24,2025-06-16,T1,FR,Ryanair,Domestic,B737,69,12,72%
S25,24,2025-06-16,T2,EI,Aer Lingus,International Short-Haul,A320,478,87,84%
S25,24,2025-06-16,T2,EI,Aer Lingus,Transatlantic CBP,A330,159,27,90%
S25,24,2025-06-16,T2,EI,Aer Lingus,Transatlantic CBP,B787,80,15,91%
S25,24,2025-06-16,T2,EI,Aer Lingus,International Long-Haul,A330,19,3,88%
S25,24,2025-06-16,T2,RE,Aer Lingus Regional,Domestic,ATR72,167,28,73%
S25,24,2025-06-16,T2,RE,Aer Lingus Regional,International Short-Haul,ATR72,108,18,84%
S25,24,2025-06-16,T2,BA,British Airways,International Short-Haul,A320,108,18,86%
S25,24,2025-06-16,T2,BA,British Airways,International Short-Haul,E-Jet,81,15,84%
S25,24,2025-06-16,T1,LH,Lufthansa,International Short-Haul,A320,62,11,85%
S25,24,2025-06-16,T1,AF,Air France,International Short-Haul,A320,55,10,86%
S25,24,2025-06-16,T1,KL,KLM,International Short-Haul,A320,57,9,86%
S25,24,2025-06-16,T1,IB,Iberia,International Short-Haul,A320,35,6,83%
S25,24,2025-06-16,T1,VY,Vueling,International Short-Haul,A320,33,6,85%
S25,24,2025-06-16,T1,OS,Austrian,International Short-Haul,A320,19,4,86%
S25,24,2025-06-16,T1,SK,SAS,International Short-Haul,A320,20,3,84%
S25,24,2025-06-16,T1,AY,Finnair,International Short-Haul,A320,15,3,83%
S25,24,2025-06-16,T1,TK,Turkish Airlines,International Long-Haul,A320,27,5,88%
S25,24,2025-06-16,T1,U2,easyJet,International Short-Haul,A320,78,14,83%
S25,24,2025-06-16,T1,W6,Wizz Air,International Short-Haul,A320,67,13,84%
S25,24,2025-06-16,T2,AA,American Airlines,Transatlantic CBP,B787,43,8,89%
S25,24,2025-06-16,T2,UA,United Airlines,Transatlantic CBP,B787,21,4,92%
S25,24,2025-06-16,T2,DL,Delta Air Lines,Transatlantic CBP,A330,11,2,92%
S25,24,2025-06-16,T2,AC,Air Canada,Transatlantic CBP,B787,10,2,91%
S25,24,2025-06-16,T2,EK,Emirates,International Long-Haul,B777,18,3,88%
S25,24,2025-06-16,T2,EY,Etihad,International Long-Haul,A330,9,2,88%
S25,24,2025-06-16,T1,5X,UPS,Cargo,B767,8,2,nan%
S25,24,2025-06-16,T1,FX,FedEx,Cargo,A320,6,1,nan%
S25,25,2025-06-23,T1,FR,Ryanair,International Short-Haul,B737,1381,262,86%
S25,25,2025-06-23,T1,FR,Ryanair,International Short-Haul,A320,96,17,85%
S25,25,2025-06-23,T1,FR,Ryanair,Domestic,B737,71,13,74%
S25,25,2025-06-23,T2,EI,Aer Lingus,International Short-Haul,A320,471,90,85%
S25,25,2025-06-23,T2,EI,Aer Lingus,Transatlantic CBP,A330,179,33,91%
S25,25,2025-06-23,T2,EI,Aer Lingus,Transatlantic CBP,B787,82,16,91%
S25,25,2025-06-23,T2,EI,Aer Lingus,International Long-Haul,A330,18,3,87%
S25,25,2025-06-23,T2,RE,Aer Lingus Regional,Domestic,ATR72,169,31,74%
S25,25,2025-06-23,T2,RE,Aer Lingus Regional,International Short-Haul,ATR72,107,20,84%
S25,25,2025-06-23,T2,BA,British Airways,International Short-Haul,A320,116,22,85%
S25,25,2025-06-23,T2,BA,British Airways,International Short-Haul,E-Jet,82,14,85%
S25,25,2025-06-23,T1,LH,Lufthansa,International Short-Haul,A320,67,12,84%
S25,25,2025-06-23,T1,AF,Air France,International Short-Haul,A320,59,11,84%
S25,25,2025-06-23,T1,KL,KLM,International Short-Haul,A320,58,11,86%
S25,25,2025-06-23,T1,IB,Iberia,International Short-Haul,A320,36,6,83%
S25,25,2025-06-23,T1,VY,Vueling,International Short-Haul,A320,34,6,86%
S25,25,2025-06-23,T1,OS,Austrian,International Short-Haul,A320,20,4,84%
S25,25,2025-06-23,T1,SK,SAS,International Short-Haul,A320,21,4,87%
S25,25,2025-06-23,T1,AY,Finnair,International Short-Haul,A320,15,3,86%
S25,25,2025-06-23,T1,TK,Turkish Airlines,International Long-Haul,A320,28,5,85%
S25,25,2025-06-23,T1,U2,easyJet,International Short-Haul,A320,78,15,84%
S25,25,2025-06-23,T1,W6,Wizz Air,International Short-Haul,A320,70,12,85%
S25,25,2025-06-23,T2,AA,American Airlines,Transatlantic CBP,B787,44,8,90%
S25,25,2025-06-23,T2,UA,United Airlines,Transatlantic CBP,B787,21,3,90%
S25,25,2025-06-23,T2,DL,Delta Air Lines,Transatlantic CBP,A330,11,2,92%
S25,25,2025-06-23,T2,AC,Air Canada,Transatlantic CBP,B787,11,2,92%
S25,25,2025-06-23,T2,EK,Emirates,International Long-Haul,B777,19,4,88%
S25,25,2025-06-23,T2,EY,Etihad,International Long-Haul,A330,10,2,87%
S25,25,2025-06-23,T1,5X,UPS,Cargo,B767,9,2,nan%
S25,25,2025-06-23,T1,FX,FedEx,Cargo,A320,6,1,nan%
S25,26,2025-06-30,T1,FR,Ryanair,International Short-Haul,B737,1518,254,85%
S25,26,2025-06-30,T1,FR,Ryanair,International Short-Haul,A320,96,18,87%
S25,26,2025-06-30,T1,FR,Ryanair,Domestic,B737,73,14,72%
S25,26,2025-06-30,T2,EI,Aer Lingus,International Short-Haul,A320,498,93,86%
S25,26,2025-06-30,T2,EI,Aer Lingus,Transatlantic CBP,A330,165,32,92%
S25,26,2025-06-30,T2,EI,Aer Lingus,Transatlantic CBP,B787,85,16,90%
S25,26,2025-06-30,T2,EI,Aer Lingus,International Long-Haul,A330,20,3,88%
S25,26,2025-06-30,T2,RE,Aer Lingus Regional,Domestic,ATR72,172,29,72%
S25,26,2025-06-30,T2,RE,Aer Lingus Regional,International Short-Haul,ATR72,108,19,84%
S25,26,2025-06-30,T2,BA,British Airways,International Short-Haul,A320,115,20,84%
S25,26,2025-06-30,T2,BA,British Airways,International Short-Haul,E-Jet,84,14,87%
S25,26,2025-06-30,T1,LH,Lufthansa,International Short-Haul,A320,68,12,85%
S25,26,2025-06-30,T1,AF,Air France,International Short-Haul,A320,63,11,83%
S25,26,2025-06-30,T1,KL,KLM,International Short-Haul,A320,59,11,83%
S25,26,2025-06-30,T1,IB,Iberia,International Short-Haul,A320,38,7,87%
S25,26,2025-06-30,T1,VY,Vueling,International Short-Haul,A320,35,6,86%
S25,26,2025-06-30,T1,OS,Austrian,International Short-Haul,A320,20,3,83%
S25,26,2025-06-30,T1,SK,SAS,International Short-Haul,A320,21,4,86%
S25,26,2025-06-30,T1,AY,Finnair,International Short-Haul,A320,16,3,85%
S25,26,2025-06-30,T1,TK,Turkish Airlines,International Long-Haul,A320,29,5,87%
S25,26,2025-06-30,T1,U2,easyJet,International Short-Haul,A320,84,15,87%
S25,26,2025-06-30,T1,W6,Wizz Air,International Short-Haul,A320,69,13,86%
S25,26,2025-06-30,T2,AA,American Airlines,Transatlantic CBP,B787,45,8,90%
S25,26,2025-06-30,T2,UA,United Airlines,Transatlantic CBP,B787,22,4,91%
S25,26,2025-06-30,T2,DL,Delta Air Lines,Transatlantic CBP,A330,11,2,93%
S25,26,2025-06-30,T2,AC,Air Canada,Transatlantic CBP,B787,11,2,91%
S25,26,2025-06-30,T2,EK,Emirates,International Long-Haul,B777,20,3,86%
S25,26,2025-06-30,T2,EY,Etihad,International Long-Haul,A330,10,2,85%
S25,26,2025-06-30,T1,5X,UPS,Cargo,B767,9,2,nan%
S25,26,2025-06-30,T1,FX,FedEx,Cargo,A320,6,1,nan%
S25,27,2025-07-07,T1,FR,Ryanair,International Short-Haul,B737,1492,253,86%
S25,27,2025-07-07,T1,FR,Ryanair,International Short-Haul,A320,102,17,85%
S25,27,2025-07-07,T1,FR,Ryanair,Domestic,B737,74,12,72%
S25,27,2025-07-07,T2,EI,Aer Lingus,International Short-Haul,A320,471,79,85%
S25,27,2025-07-07,T2,EI,Aer Lingus,Transatlantic CBP,A330,184,33,91%
S25,27,2025-07-07,T2,EI,Aer Lingus,Transatlantic CBP,B787,88,17,91%
S25,27,2025-07-07,T2,EI,Aer Lingus,International Long-Haul,A330,19,3,86%
S25,27,2025-07-07,T2,RE,Aer Lingus Regional,Domestic,ATR72,174,31,75%
S25,27,2025-07-07,T2,RE,Aer Lingus Regional,International Short-Haul,ATR72,117,22,87%
S25,27,2025-07-07,T2,BA,British Airways,International Short-Haul,A320,113,19,85%
S25,27,2025-07-07,T2,BA,British Airways,International Short-Haul,E-Jet,84,15,87%
S25,27,2025-07-07,T1,LH,Lufthansa,International Short-Haul,A320,69,13,85%
S25,27,2025-07-07,T1,AF,Air France,International Short-Haul,A320,64,12,87%
S25,27,2025-07-07,T1,KL,KLM,International Short-Haul,A320,59,11,84%
S25,27,2025-07-07,T1,IB,Iberia,International Short-Haul,A320,38,6,86%
S25,27,2025-07-07,T1,VY,Vueling,International Short-Haul,A320,37,6,85%
S25,27,2025-07-07,T1,OS,Austrian,International Short-Haul,A320,21,4,84%
S25,27,2025-07-07,T1,SK,SAS,International Short-Haul,A320,21,4,84%
S25,27,2025-07-07,T1,AY,Finnair,International Short-Haul,A320,15,3,87%
S25,27,2025-07-07,T1,TK,Turkish Airlines,International Long-Haul,A320,31,6,87%
S25,27,2025-07-07,T1,U2,easyJet,International Short-Haul,A320,85,14,86%
S25,27,2025-07-07,T1,W6,Wizz Air,International Short-Haul,A320,74,13,87%
S25,27,2025-07-07,T2,AA,American Airlines,Transatlantic CBP,B787,47,8,93%
S25,27,2025-07-07,T2,UA,United Airlines,Transatlantic CBP,B787,22,4,90%
S25,27,2025-07-07,T2,DL,Delta Air Lines,Transatlantic CBP,A330,11,2,91%
S25,27,2025-07-07,T2,AC,Air Canada,Transatlantic CBP,B787,11,2,90%
S25,27,2025-07-07,T2,EK,Emirates,International Long-Haul,B777,19,3,87%
S25,27,2025-07-07,T2,EY,Etihad,International Long-Haul,A330,10,2,89%
S25,27,2025-07-07,T1,5X,UPS,Cargo,B767,9,2,nan%
S25,27,2025-07-07,T1,FX,FedEx,Cargo,A320,6,1,nan%
S25,28,2025-07-14,T1,FR,Ryanair,International Short-Haul,B737,1500,280,85%
S25,28,2025-07-14,T1,FR,Ryanair,International Short-Haul,A320,110,21,87%
S25,28,2025-07-14,T1,FR,Ryanair,Domestic,B737,82,14,73%
S25,28,2025-07-14,T2,EI,Aer Lingus,International Short-Haul,A320,510,89,86%
S25,28,2025-07-14,T2,EI,Aer Lingus,Transatlantic CBP,A330,187,34,91%
S25,28,2025-07-14,T2,EI,Aer Lingus,Transatlantic CBP,B787,88,16,90%
S25,28,2025-07-14,T2,EI,Aer Lingus,International Long-Haul,A330,21,4,86%
S25,28,2025-07-14,T2,RE,Aer Lingus Regional,Domestic,ATR72,172,31,74%
S25,28,2025-07-14,T2,RE,Aer Lingus Regional,International Short-Haul,ATR72,118,20,85%
S25,28,2025-07-14,T2,BA,British Airways,International Short-Haul,A320,117,21,86%
S25,28,2025-07-14,T2,BA,British Airways,International Short-Haul,E-Jet,85,14,88%
S25,28,2025-07-14,T1,LH,Lufthansa,International Short-Haul,A320,69,13,84%
S25,28,2025-07-14,T1,AF,Air France,International Short-Haul,A320,64,11,86%
S25,28,2025-07-14,T1,KL,KLM,International Short-Haul,A320,67,12,84%
S25,28,2025-07-14,T1,IB,Iberia,International Short-Haul,A320,38,7,84%
S25,28,2025-07-14,T1,VY,Vueling,International Short-Haul,A320,35,7,85%
S25,28,2025-07-14,T1,OS,Austrian,International Short-Haul,A320,21,4,84%
S25,28,2025-07-14,T1,SK,SAS,International Short-Haul,A320,22,4,87%
S25,28,2025-07-14,T1,AY,Finnair,International Short-Haul,A320,16,3,88%
S25,28,2025-07-14,T1,TK,Turkish Airlines,International Long-Haul,A320,30,6,87%
S25,28,2025-07-14,T1,U2,easyJet,International Short-Haul,A320,85,15,86%
S25,28,2025-07-14,T1,W6,Wizz Air,International Short-Haul,A320,71,13,86%
S25,28,2025-07-14,T2,AA,American Airlines,Transatlantic CBP,B787,48,9,91%
S25,28,2025-07-14,T2,UA,United Airlines,Transatlantic CBP,B787,23,4,90%
S25,28,2025-07-14,T2,DL,Delta Air Lines,Transatlantic CBP,A330,11,2,91%
S25,28,2025-07-14,T2,AC,Air Canada,Transatlantic CBP,B787,12,2,91%
S25,28,2025-07-14,T2,EK,Emirates,International Long-Haul,B777,21,4,87%
S25,28,2025-07-14,T2,EY,Etihad,International Long-Haul,A330,10,2,87%
S25,28,2025-07-14,T1,5X,UPS,Cargo,B767,10,2,nan%
S25,28,2025-07-14,T1,FX,FedEx,Cargo,A320,7,1,nan%
S25,29,2025-07-21,T1,FR,Ryanair,International Short-Haul,B737,1571,267,85%
S25,29,2025-07-21,T1,FR,Ryanair,International Short-Haul,A320,103,18,86%
S25,29,2025-07-21,T1,FR,Ryanair,Domestic,B737,78,15,75%
S25,29,2025-07-21,T2,EI,Aer Lingus,International Short-Haul,A320,524,94,87%
S25,29,2025-07-21,T2,EI,Aer Lingus,Transatlantic CBP,A330,179,33,90%
S25,29,2025-07-21,T2,EI,Aer Lingus,Transatlantic CBP,B787,96,17,93%
S25,29,2025-07-21,T2,EI,Aer Lingus,International Long-Haul,A330,22,4,88%
S25,29,2025-07-21,T2,RE,Aer Lingus Regional,Domestic,ATR72,192,34,75%
S25,29,2025-07-21,T2,RE,Aer Lingus Regional,International Short-Haul,ATR72,123,22,85%
S25,29,2025-07-21,T2,BA,British Airways,International Short-Haul,A320,118,22,85%
S25,29,2025-07-21,T2,BA,British Airways,International Short-Haul,E-Jet,88,16,86%
S25,29,2025-07-21,T1,LH,Lufthansa,International Short-Haul,A320,73,14,85%
S25,29,2025-07-21,T1,AF,Air France,International Short-Haul,A320,67,12,86%
S25,29,2025-07-21,T1,KL,KLM,International Short-Haul,A320,68,12,84%
S25,29,2025-07-21,T1,IB,Iberia,International Short-Haul,A320,42,7,87%
S25,29,2025-07-21,T1,VY,Vueling,International Short-Haul,A320,39,6,87%
S25,29,2025-07-21,T1,OS,Austrian,International Short-Haul,A320,21,4,86%
S25,29,2025-07-21,T1,SK,SAS,International Short-Haul,A320,23,4,86%
S25,29,2025-07-21,T1,AY,Finnair,International Short-Haul,A320,17,3,87%
S25,29,2025-07-21,T1,TK,Turkish Airlines,International Long-Haul,A320,30,5,87%
S25,29,2025-07-21,T1,U2,easyJet,International Short-Haul,A320,90,16,85%
S25,29,2025-07-21,T1,W6,Wizz Air,International Short-Haul,A320,78,13,88%
S25,29,2025-07-21,T2,AA,American Airlines,Transatlantic CBP,B787,48,9,91%
S25,29,2025-07-21,T2,UA,United Airlines,Transatlantic CBP,B787,22,4,93%
S25,29,2025-07-21,T2,DL,Delta Air Lines,Transatlantic CBP,A330,12,2,93%
S25,29,2025-07-21,T2,AC,Air Canada,Transatlantic CBP,B787,12,2,93%
S25,29,2025-07-21,T2,EK,Emirates,International Long-Haul,B777,22,4,86%
S25,29,2025-07-21,T2,EY,Etihad,International Long-Haul,A330,10,2,87%
S25,29,2025-07-21,T1,5X,UPS,Cargo,B767,9,1,nan%
S25,29,2025-07-21,T1,FX,FedEx,Cargo,A320,7,1,nan%
S25,30,2025-07-28,T1,FR,Ryanair,International Short-Haul,B737,1577,302,84%
S25,30,2025-07-28,T1,FR,Ryanair,International Short-Haul,A320,111,20,85%
S25,30,2025-07-28,T1,FR,Ryanair,Domestic,B737,76,14,75%
S25,30,2025-07-28,T2,EI,Aer Lingus,International Short-Haul,A320,516,86,84%
S25,30,2025-07-28,T2,EI,Aer Lingus,Transatlantic CBP,A330,181,31,91%
S25,30,2025-07-28,T2,EI,Aer Lingus,Transatlantic CBP,B787,89,17,93%
S25,30,2025-07-28,T2,EI,Aer Lingus,International Long-Haul,A330,20,4,87%
S25,30,2025-07-28,T2,RE,Aer Lingus Regional,Domestic,ATR72,180,31,74%
S25,30,2025-07-28,T2,RE,Aer Lingus Regional,International Short-Haul,ATR72,125,23,85%
S25,30,2025-07-28,T2,BA,British Airways,International Short-Haul,A320,121,20,87%
S25,30,2025-07-28,T2,BA,British Airways,International Short-Haul,E-Jet,86,15,86%
S25,30,2025-07-28,T1,LH,Lufthansa,International Short-Haul,A320,70,12,86%
S25,30,2025-07-28,T1,AF,Air France,International Short-Haul,A320,62,11,87%
S25,30,2025-07-28,T1,KL,KLM,International Short-Haul,A320,66,12,86%
S25,30,2025-07-28,T1,IB,Iberia,International Short-Haul,A320,38,7,85%
S25,30,2025-07-28,T1,VY,Vueling,International Short-Haul,A320,37,6,84%
S25,30,2025-07-28,T1,OS,Austrian,International Short-Haul,A320,22,4,87%
S25,30,2025-07-28,T1,SK,SAS,International Short-Haul,A320,21,3,86%
S25,30,2025-07-28,T1,AY,Finnair,International Short-Haul,A320,15,3,86%
S25,30,2025-07-28,T1,TK,Turkish Airlines,International Long-Haul,A320,29,5,86%
S25,30,2025-07-28,T1,U2,easyJet,International Short-Haul,A320,84,16,85%
S25,30,2025-07-28,T1,W6,Wizz Air,International Short-Haul,A320,70,12,85%
S25,30,2025-07-28,T2,AA,American Airlines,Transatlantic CBP,B787,48,8,93%
S25,30,2025-07-28,T2,UA,United Airlines,Transatlantic CBP,B787,24,4,93%
S25,30,2025-07-28,T2,DL,Delta Air Lines,Transatlantic CBP,A330,11,2,90%
S25,30,2025-07-28,T2,AC,Air Canada,Transatlantic CBP,B787,12,2,91%
S25,30,2025-07-28,T2,EK,Emirates,International Long-Haul,B777,21,4,86%
S25,30,2025-07-28,T2,EY,Etihad,International Long-Haul,A330,10,2,88%
S25,30,2025-07-28,T1,5X,UPS,Cargo,B767,10,2,nan%
S25,30,2025-07-28,T1,FX,FedEx,Cargo,A320,7,1,nan%
S25,31,2025-08-04,T1,FR,Ryanair,International Short-Haul,B737,1510,253,87%
S25,31,2025-08-04,T1,FR,Ryanair,International Short-Haul,A320,109,18,85%
S25,31,2025-08-04,T1,FR,Ryanair,Domestic,B737,83,15,73%
S25,31,2025-08-04,T2,EI,Aer Lingus,International Short-Haul,A320,507,86,85%
S25,31,2025-08-04,T2,EI,Aer Lingus,Transatlantic CBP,A330,182,30,93%
S25,31,2025-08-04,T2,EI,Aer Lingus,Transatlantic CBP,B787,91,17,93%
S25,31,2025-08-04,T2,EI,Aer Lingus,International Long-Haul,A330,20,4,88%
S25,31,2025-08-04,T2,RE,Aer Lingus Regional,Domestic,ATR72,189,32,74%
S25,31,2025-08-04,T2,RE,Aer Lingus Regional,International Short-Haul,ATR72,122,21,84%
S25,31,2025-08-04,T2,BA,British Airways,International Short-Haul,A320,122,23,85%
S25,31,2025-08-04,T2,BA,British Airways,International Short-Haul,E-Jet,88,15,87%
S25,31,2025-08-04,T1,LH,Lufthansa,International Short-Haul,A320,68,13,85%
S25,31,2025-08-04,T1,AF,Air France,International Short-Haul,A320,63,10,84%
S25,31,2025-08-04,T1,KL,KLM,International Short-Haul,A320,64,11,87%
S25,31,2025-08-04,T1,IB,Iberia,International Short-Haul,A320,38,7,85%
S25,31,2025-08-04,T1,VY,Vueling,International Short-Haul,A320,36,6,85%
S25,31,2025-08-04,T1,OS,Austrian,International Short-Haul,A320,21,4,86%
S25,31,2025-08-04,T1,SK,SAS,International Short-Haul,A320,22,4,86%
S25,31,2025-08-04,T1,AY,Finnair,International Short-Haul,A320,17,3,86%
S25,31,2025-08-04,T1,TK,Turkish Airlines,International Long-Haul,A320,30,6,89%
S25,31,2025-08-04,T1,U2,easyJet,International Short-Haul,A320,87,17,84%
S25,31,2025-08-04,T1,W6,Wizz Air,International Short-Haul,A320,70,13,87%
S25,31,2025-08-04,T2,AA,American Airlines,Transatlantic CBP,B787,45,8,90%
S25,31,2025-08-04,T2,UA,United Airlines,Transatlantic CBP,B787,23,4,92%
S25,31,2025-08-04,T2,DL,Delta Air Lines,Transatlantic CBP,A330,12,2,90%
S25,31,2025-08-04,T2,AC,Air Canada,Transatlantic CBP,B787,11,2,94%
S25,31,2025-08-04,T2,EK,Emirates,International Long-Haul,B777,21,3,89%
S25,31,2025-08-04,T2,EY,Etihad,International Long-Haul,A330,11,2,88%
S25,31,2025-08-04,T1,5X,UPS,Cargo,B767,9,2,nan%
S25,31,2025-08-04,T1,FX,FedEx,Cargo,A320,6,1,nan%
S25,32,2025-08-11,T1,FR,Ryanair,International Short-Haul,B737,1491,266,87%
S25,32,2025-08-11,T1,FR,Ryanair,International Short-Haul,A320,106,18,87%
S25,32,2025-08-11,T1,FR,Ryanair,Domestic,B737,83,15,76%
S25,32,2025-08-11,T2,EI,Aer Lingus,International Short-Haul,A320,508,97,84%
S25,32,2025-08-11,T2,EI,Aer Lingus,Transatlantic CBP,A330,180,31,90%
S25,32,2025-08-11,T2,EI,Aer Lingus,Transatlantic CBP,B787,88,16,93%
S25,32,2025-08-11,T2,EI,Aer Lingus,International Long-Haul,A330,21,4,89%
S25,32,2025-08-11,T2,RE,Aer Lingus Regional,Domestic,ATR72,183,32,74%
S25,32,2025-08-11,T2,RE,Aer Lingus Regional,International Short-Haul,ATR72,117,20,87%
S25,32,2025-08-11,T2,BA,British Airways,International Short-Haul,A320,117,21,87%
S25,32,2025-08-11,T2,BA,British Airways,International Short-Haul,E-Jet,88,15,84%
S25,32,2025-08-11,T1,LH,Lufthansa,International Short-Haul,A320,66,12,85%
S25,32,2025-08-11,T1,AF,Air France,International Short-Haul,A320,62,12,86%
S25,32,2025-08-11,T1,KL,KLM,International Short-Haul,A320,62,11,86%
S25,32,2025-08-11,T1,IB,Iberia,International Short-Haul,A320,38,7,87%
S25,32,2025-08-11,T1,VY,Vueling,International Short-Haul,A320,37,7,85%
S25,32,2025-08-11,T1,OS,Austrian,International Short-Haul,A320,20,3,85%
S25,32,2025-08-11,T1,SK,SAS,International Short-Haul,A320,21,3,87%
S25,32,2025-08-11,T1,AY,Finnair,International Short-Haul,A320,17,3,87%
S25,32,2025-08-11,T1,TK,Turkish Airlines,International Long-Haul,A320,30,6,86%
S25,32,2025-08-11,T1,U2,easyJet,International Short-Haul,A320,90,17,86%
S25,32,2025-08-11,T1,W6,Wizz Air,International Short-Haul,A320,77,14,85%
S25,32,2025-08-11,T2,AA,American Airlines,Transatlantic CBP,B787,46,8,90%
S25,32,2025-08-11,T2,UA,United Airlines,Transatlantic CBP,B787,24,5,90%
S25,32,2025-08-11,T2,DL,Delta Air Lines,Transatlantic CBP,A330,12,2,93%
S25,32,2025-08-11,T2,AC,Air Canada,Transatlantic CBP,B787,12,2,94%
S25,32,2025-08-11,T2,EK,Emirates,International Long-Haul,B777,21,4,88%
S25,32,2025-08-11,T2,EY,Etihad,International Long-Haul,A330,10,2,88%
S25,32,2025-08-11,T1,5X,UPS,Cargo,B767,9,2,nan%
S25,32,2025-08-11,T1,FX,FedEx,Cargo,A320,7,1,nan%
S25,33,2025-08-18,T1,FR,Ryanair,International Short-Haul,B737,1564,257,84%
S25,33,2025-08-18,T1,FR,Ryanair,International Short-Haul,A320,107,20,85%
S25,33,2025-08-18,T1,FR,Ryanair,Domestic,B737,82,14,73%
S25,33,2025-08-18,T2,EI,Aer Lingus,International Short-Haul,A320,535,99,84%
S25,33,2025-08-18,T2,EI,Aer Lingus,Transatlantic CBP,A330,186,31,92%
S25,33,2025-08-18,T2,EI,Aer Lingus,Transatlantic CBP,B787,95,16,91%
S25,33,2025-08-18,T2,EI,Aer Lingus,International Long-Haul,A330,21,4,90%
S25,33,2025-08-18,T2,RE,Aer Lingus Regional,Domestic,ATR72,177,33,73%
S25,33,2025-08-18,T2,RE,Aer Lingus Regional,International Short-Haul,ATR72,121,22,88%
S25,33,2025-08-18,T2,BA,British Airways,International Short-Haul,A320,128,23,85%
S25,33,2025-08-18,T2,BA,British Airways,International Short-Haul,E-Jet,91,16,86%
S25,33,2025-08-18,T1,LH,Lufthansa,International Short-Haul,A320,70,13,85%
S25,33,2025-08-18,T1,AF,Air France,International Short-Haul,A320,63,12,84%
S25,33,2025-08-18,T1,KL,KLM,International Short-Haul,A320,65,11,84%
S25,33,2025-08-18,T1,IB,Iberia,International Short-Haul,A320,39,7,87%
S25,33,2025-08-18,T1,VY,Vueling,International Short-Haul,A320,37,7,86%
